id,name,given_name,family_name,birth_date,death_date,gender,identifiers,sources
psp:person:5794,Dagmar Zvěřinová,Dagmar,Zvěřinová,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""5794""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5794""}]"
psp:person:5796,Miloš Janeček,Miloš,Janeček,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5796""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5796""}]"
psp:person:5797,Eva Richtrová,Eva,Richtrová,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""5797""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5797""}]"
psp:person:5798,Petr Guziana,Petr,Guziana,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5798""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5798""}]"
psp:person:5799,Radek Sušil,Radek,Sušil,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5799""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5799""}]"
psp:person:5800,Hana Doupovcová,Hana,Doupovcová,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""5800""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5800""}]"
psp:person:5801,Jan Mattlach,Jan,Mattlach,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5801""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5801""}]"
psp:person:5802,Vladimír Soják,Vladimír,Soják,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5802""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5802""}]"
psp:person:5803,Tomáš Glanc,Tomáš,Glanc,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5803""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5803""}]"
psp:person:5804,Kateřina Ondřejková,Kateřina,Ondřejková,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""5804""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5804""}]"
psp:person:5805,Jan Svačina,Jan,Svačina,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5805""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5805""}]"
psp:person:5806,Přemysl Šoba,Přemysl,Šoba,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5806""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5806""}]"
psp:person:5807,Zdeněk Zelenka,Zdeněk,Zelenka,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5807""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5807""}]"
psp:person:5808,Ludvík Klega,Ludvík,Klega,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5808""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5808""}]"
psp:person:5809,Jan Bohdal,Jan,Bohdal,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5809""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5809""}]"
psp:person:5810,Jiří Borik,Jiří,Borik,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5810""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5810""}]"
psp:person:5811,Ondřej Šefčík,Ondřej,Šefčík,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5811""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5811""}]"
psp:person:5812,Kamila Bendová,Kamila,Bendová,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""5812""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5812""}]"
psp:person:5813,Božena Čajková,Božena,Čajková,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""5813""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5813""}]"
psp:person:5814,Miloš Dokoupil,Miloš,Dokoupil,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5814""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5814""}]"
psp:person:5815,Miroslava Matoušová,Miroslava,Matoušová,1952-03-12,,female,"[{""scheme"": ""psp"", ""identifier"": ""5815""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5815""}]"
psp:person:5816,Oldřich Ševčík,Oldřich,Ševčík,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5816""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5816""}]"
psp:person:5817,Miloš Šnytr,Miloš,Šnytr,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5817""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5817""}]"
psp:person:5818,Jan Zapletal,Jan,Zapletal,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5818""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5818""}]"
psp:person:5819,Jan Husák,Jan,Husák,1958-09-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""5819""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5819""}]"
psp:person:5820,Jan Kohout,Jan,Kohout,1961-03-29,,male,"[{""scheme"": ""psp"", ""identifier"": ""5820""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5820""}]"
psp:person:5821,Martin Barták,Martin,Barták,1967-02-14,,male,"[{""scheme"": ""psp"", ""identifier"": ""5821""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5821""}]"
psp:person:5822,Eduard Janota,Eduard,Janota,1952-03-13,,male,"[{""scheme"": ""psp"", ""identifier"": ""5822""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5822""}]"
psp:person:5823,Štefan Füle,Štefan,Füle,1962-05-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""5823""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5823""}]"
psp:person:5824,Vladimír Tošovský,Vladimír,Tošovský,1961-10-17,,male,"[{""scheme"": ""psp"", ""identifier"": ""5824""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5824""}]"
psp:person:5825,Daniela Kovářová,Daniela,Kovářová,1964-11-17,,female,"[{""scheme"": ""psp"", ""identifier"": ""5825""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5825""}]"
psp:person:5826,Petr Šimerka,Petr,Šimerka,1948-11-22,,male,"[{""scheme"": ""psp"", ""identifier"": ""5826""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5826""}]"
psp:person:5827,Gustav Slamečka,Gustav,Slamečka,1959-06-05,,male,"[{""scheme"": ""psp"", ""identifier"": ""5827""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5827""}]"
psp:person:5828,Dana Jurásková,Dana,Jurásková,1961-09-21,,female,"[{""scheme"": ""psp"", ""identifier"": ""5828""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5828""}]"
psp:person:5829,Ladislav Miko,Ladislav,Miko,1961-04-09,,male,"[{""scheme"": ""psp"", ""identifier"": ""5829""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5829""}]"
psp:person:5830,Václav Riedlbauch,Václav,Riedlbauch,1947-04-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5830""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5830""}]"
psp:person:5831,Rostislav Vondruška,Rostislav,Vondruška,1961-03-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""5831""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5831""}]"
psp:person:5832,Milan Holeček,Milan,Holeček,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5832""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5832""}]"
psp:person:5833,Josef Kratochvíl,Josef,Kratochvíl,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5833""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5833""}]"
psp:person:5834,Jaroslav Kuba,Jaroslav,Kuba,1951-03-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""5834""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5834""}]"
psp:person:5835,Martin Bezouška,Martin,Bezouška,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5835""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5835""}]"
psp:person:5836,Kateřina Kalistová,Kateřina,Kalistová,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""5836""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5836""}]"
psp:person:5837,Ivan Krejčí,Ivan,Krejčí,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5837""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5837""}]"
psp:person:5838,Milan Bouška,Milan,Bouška,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5838""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5838""}]"
psp:person:5839,Jaroslav Dědič,Jaroslav,Dědič,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5839""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5839""}]"
psp:person:5840,Petr Koutný,Petr,Koutný,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5840""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5840""}]"
psp:person:5841,Petr Kymlička,Petr,Kymlička,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5841""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5841""}]"
psp:person:5842,Radana Juranková,Radana,Juranková,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5842""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5842""}]"
psp:person:5843,Evžen Tošenovský,Evžen,Tošenovský,1956-02-26,,male,"[{""scheme"": ""psp"", ""identifier"": ""5843""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5843""}]"
psp:person:5844,Jan Zahradník,Jan,Zahradník,1949-03-23,,male,"[{""scheme"": ""psp"", ""identifier"": ""5844""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5844""}]"
psp:person:5845,Josef Pavel,Josef,Pavel,1952-10-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5845""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5845""}]"
psp:person:5846,Vilém Žák,Vilém,Žák,1965-02-27,,male,"[{""scheme"": ""psp"", ""identifier"": ""5846""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5846""}]"
psp:person:5847,Stanislav Juránek,Stanislav,Juránek,1956-01-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""5847""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5847""}]"
psp:person:5848,Vojtěch Jurčík,Vojtěch,Jurčík,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5848""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5848""}]"
psp:person:5849,Rudolf Blažek,Rudolf,Blažek,1968-01-22,,male,"[{""scheme"": ""psp"", ""identifier"": ""5849""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5849""}]"
psp:person:5850,Pavel Bradík,Pavel,Bradík,1950-02-11,,male,"[{""scheme"": ""psp"", ""identifier"": ""5850""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5850""}]"
psp:person:5851,Jan Březina,Jan,Březina,1954-04-14,,male,"[{""scheme"": ""psp"", ""identifier"": ""5851""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5851""}]"
psp:person:5852,Pavel Brychta,Pavel,Brychta,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5852""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5852""}]"
psp:person:5853,Josef Čekal,Josef,Čekal,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5853""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5853""}]"
psp:person:5854,Jiří Havel,Jiří,Havel,1957-08-20,,male,"[{""scheme"": ""psp"", ""identifier"": ""5854""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5854""}]"
psp:person:5855,Naděžda Kavalírová,Naděžda,Kavalírová,1923-11-13,,female,"[{""scheme"": ""psp"", ""identifier"": ""5855""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5855""}]"
psp:person:5856,Jan Kasl,Jan,Kasl,1951-12-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""5856""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5856""}]"
psp:person:5857,Oldřich Dědek,Oldřich,Dědek,1953-11-26,,male,"[{""scheme"": ""psp"", ""identifier"": ""5857""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5857""}]"
psp:person:5858,Zdislav Wantula,Zdislav,Wantula,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5858""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5858""}]"
psp:person:5859,Jiří Šulc,Jiří,Šulc,1958-06-24,,male,"[{""scheme"": ""psp"", ""identifier"": ""5859""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5859""}]"
psp:person:5860,Jiří Veverka,Jiří,Veverka,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5860""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5860""}]"
psp:person:5861,Karel Neuwirt,Karel,Neuwirt,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5861""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5861""}]"
psp:person:5862,Roman Línek,Roman,Línek,1963-10-06,,male,"[{""scheme"": ""psp"", ""identifier"": ""5862""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5862""}]"
psp:person:5863,Pavel Kysilka,Pavel,Kysilka,1958-09-05,,male,"[{""scheme"": ""psp"", ""identifier"": ""5863""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5863""}]"
psp:person:5864,Jiří Němec,Jiří,Němec,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5864""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5864""}]"
psp:person:5865,Zdeněk Besta,Zdeněk,Besta,1948-05-02,,male,"[{""scheme"": ""psp"", ""identifier"": ""5865""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5865""}]"
psp:person:5866,Ladislav Velebný,Ladislav,Velebný,1957-04-11,,male,"[{""scheme"": ""psp"", ""identifier"": ""5866""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5866""}]"
psp:person:5867,Libor Nowak,Libor,Nowak,1957-12-15,,male,"[{""scheme"": ""psp"", ""identifier"": ""5867""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5867""}]"
psp:person:5868,Monika Hašková,Monika,Hašková,1968-11-15,,female,"[{""scheme"": ""psp"", ""identifier"": ""5868""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5868""}]"
psp:person:5869,Jan Zborník,Jan,Zborník,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5869""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5869""}]"
psp:person:5870,Dagmar Čáslavová,Dagmar,Čáslavová,1900-01-01,,female,"[{""scheme"": ""psp"", ""identifier"": ""5870""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5870""}]"
psp:person:5871,František Dobšík,František,Dobšík,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5871""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5871""}]"
psp:person:5872,Bohdan Hejduk,Bohdan,Hejduk,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5872""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5872""}]"
psp:person:5873,Karel Konečný,Karel,Konečný,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5873""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5873""}]"
psp:person:5874,Zdeněk Pšenica,Zdeněk,Pšenica,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5874""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5874""}]"
psp:person:5875,Radek Šmerda,Radek,Šmerda,1977-05-14,,male,"[{""scheme"": ""psp"", ""identifier"": ""5875""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5875""}]"
psp:person:5876,Miloslav Vaněk,Miloslav,Vaněk,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5876""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5876""}]"
psp:person:5877,Jan Hajda,Jan,Hajda,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5877""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5877""}]"
psp:person:5878,Antonín Baudyš,Antonín,Baudyš,1946-09-09,,male,"[{""scheme"": ""psp"", ""identifier"": ""5878""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5878""}]"
psp:person:5879,Pavel Hussar,Pavel,Hussar,1934-07-02,,male,"[{""scheme"": ""psp"", ""identifier"": ""5879""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5879""}]"
psp:person:5880,Jan Kostrhun,Jan,Kostrhun,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5880""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5880""}]"
psp:person:5881,Jan Dusík,Jan,Dusík,1975-04-25,,male,"[{""scheme"": ""psp"", ""identifier"": ""5881""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5881""}]"
psp:person:5882,Juraj Chmiel,Juraj,Chmiel,1960-08-16,,male,"[{""scheme"": ""psp"", ""identifier"": ""5882""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5882""}]"
psp:person:5883,Ivo Kantor,Ivo,Kantor,1959-08-20,,male,"[{""scheme"": ""psp"", ""identifier"": ""5883""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5883""}]"
psp:person:5884,Oldřich Martinů,Oldřich,Martinů,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5884""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5884""}]"
psp:person:5885,Karel Černovský,Karel,Černovský,1900-01-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5885""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5885""}]"
psp:person:5886,Pavel Smetana,Pavel,Smetana,1970-05-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""5886""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5886""}]"
psp:person:5887,Rut Bízková,Rut,Bízková,1957-07-19,,female,"[{""scheme"": ""psp"", ""identifier"": ""5887""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5887""}]"
psp:person:5888,Klára Slámová,Klára,Slámová,1977-08-27,,female,"[{""scheme"": ""psp"", ""identifier"": ""5888""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5888""}]"
psp:person:5889,Yvona Kubjátová,Yvona,Kubjátová,1969-09-10,,female,"[{""scheme"": ""psp"", ""identifier"": ""5889""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5889""}]"
psp:person:5890,Lenka Andrýsová,Lenka,Andrýsová,1984-06-28,,female,"[{""scheme"": ""psp"", ""identifier"": ""5890""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5890""}]"
psp:person:5891,Pavel Antonín,Pavel,Antonín,1962-06-05,,male,"[{""scheme"": ""psp"", ""identifier"": ""5891""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5891""}]"
psp:person:5892,Michal Babák,Michal,Babák,1975-06-27,,male,"[{""scheme"": ""psp"", ""identifier"": ""5892""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5892""}]"
psp:person:5893,Vít Bárta,Vít,Bárta,1973-12-05,,male,"[{""scheme"": ""psp"", ""identifier"": ""5893""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5893""}]"
psp:person:5894,Václav Baštýř,Václav,Baštýř,1962-03-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""5894""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5894""}]"
psp:person:5895,Pavel Bém,Pavel,Bém,1963-07-18,,male,"[{""scheme"": ""psp"", ""identifier"": ""5895""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5895""}]"
psp:person:5896,Jiří Besser,Jiří,Besser,1957-08-04,,male,"[{""scheme"": ""psp"", ""identifier"": ""5896""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5896""}]"
psp:person:5897,Zdeněk Bezecný,Zdeněk,Bezecný,1971-12-01,,male,"[{""scheme"": ""psp"", ""identifier"": ""5897""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5897""}]"
psp:person:5898,Ludmila Bubeníková,Ludmila,Bubeníková,1955-02-24,,female,"[{""scheme"": ""psp"", ""identifier"": ""5898""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5898""}]"
psp:person:5899,Jan Bureš,Jan,Bureš,1974-03-31,,male,"[{""scheme"": ""psp"", ""identifier"": ""5899""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5899""}]"
psp:person:5900,Václav Cempírek,Václav,Cempírek,1954-05-06,,male,"[{""scheme"": ""psp"", ""identifier"": ""5900""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5900""}]"
psp:person:5901,Josef Cogan,Josef,Cogan,1973-08-26,,male,"[{""scheme"": ""psp"", ""identifier"": ""5901""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5901""}]"
psp:person:5902,Jan Čechlovský,Jan,Čechlovský,1974-10-04,,male,"[{""scheme"": ""psp"", ""identifier"": ""5902""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5902""}]"
psp:person:5903,Jana Černochová,Jana,Černochová,1973-10-26,,female,"[{""scheme"": ""psp"", ""identifier"": ""5903""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5903""}]"
psp:person:5904,Josef Dobeš,Josef,Dobeš,1964-02-28,,male,"[{""scheme"": ""psp"", ""identifier"": ""5904""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5904""}]"
psp:person:5905,Jaromír Drábek,Jaromír,Drábek,1965-03-05,,male,"[{""scheme"": ""psp"", ""identifier"": ""5905""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5905""}]"
psp:person:5906,Jana Drastichová,Jana,Drastichová,1976-12-13,,female,"[{""scheme"": ""psp"", ""identifier"": ""5906""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5906""}]"
psp:person:5907,Pavel Drobil,Pavel,Drobil,1971-10-18,,male,"[{""scheme"": ""psp"", ""identifier"": ""5907""}]","[{""url"": ""https://www.psp.cz/sqw/hp.sqw?k=1301"", ""note"": ""id_osoba=5907""}]"
